Event,Name,Team Code,Team Name,Percent
M-100-BREASTSTROKE-LCM,"PEATY, Adam",GBR,Great Britain,20.0
M-100-BREASTSTROKE-LCM,"VAN DER BURGH, Cameron",RSA,South Africa,20.0
M-100-BACKSTROKE-LCM,"KOGA, Junya",JPN,Japan,20.0
M-100-BACKSTROKE-LCM,"LARKIN, Mitchell",AUS,Australia,20.0
M-100-BACKSTROKE-LCM,"MURPHY, Ryan",USA,United States of America,20.0
M-100-BACKSTROKE-LCM,"PLUMMER, David",USA,United States of America,20.0
M-100-BACKSTROKE-LCM,"LACOURT, Camille",FRA,France,10.0
M-100-BACKSTROKE-LCM,"PEIRSOL, Aaron",USA,United States of America,10.0
F-800-FREESTYLE-LCM,"FRIIS, Lotte",DEN,Denmark,20.0
F-800-FREESTYLE-LCM,"ASHWOOD, Jessica",AUS,Australia,10.0
F-800-FREESTYLE-LCM,"CARLIN, Jaz",GBR,Great Britain,10.0
F-800-FREESTYLE-LCM,"EVANS, Janet",USA,United States of America,10.0
F-800-FREESTYLE-LCM,"FILIPPI, Alessia",ITA,Italy,10.0
F-800-FREESTYLE-LCM,"JACKSON, Joanne",GBR,Great Britain,10.0
F-800-FREESTYLE-LCM,"LEDECKY, Katie",USA,United States of America,10.0
F-800-FREESTYLE-LCM,"XIN, Xin",CHN,People's Republic of China,10.0
F-800-FREESTYLE-LCM,"ZIEGLER, Kate",USA,United States of America,10.0
F-50-FREESTYLE-LCM,"HALSALL, Fran",GBR,Great Britain,40.0
F-50-FREESTYLE-LCM,"LENTON, Libby",AUS,Australia,30.0
F-50-FREESTYLE-LCM,"VELDHUIS, Magdalena",NED,Netherlands,30.0
F-400-MEDLEY-LCM,"MILEY, Hannah",GBR,Great Britain,40.0
F-400-MEDLEY-LCM,"YE, Shiwen",CHN,People's Republic of China,20.0
F-400-MEDLEY-LCM,"ZHENG, Rongrong",CHN,People's Republic of China,20.0
F-400-MEDLEY-LCM,"HOSSZU, Katinka",HUN,Hungary,10.0
F-400-MEDLEY-LCM,"RICE, Stephanie",AUS,Australia,10.0
F-400-FREESTYLE-LCM,"SCHMITT, Allison",USA,United States of America,30.0
F-400-FREESTYLE-LCM,"LEDECKY, Katie",USA,United States of America,20.0
F-400-FREESTYLE-LCM,"ADLINGTON, Rebecca",GBR,Great Britain,10.0
F-400-FREESTYLE-LCM,"MANAUDOU, Laure",FRA,France,10.0
F-400-FREESTYLE-LCM,"MUFFAT, Camille",FRA,France,10.0
F-400-FREESTYLE-LCM,"PELLEGRINI, Federica",ITA,Italy,10.0
F-400-FREESTYLE-LCM,"SMITH, Leah",USA,United States of America,10.0
F-200-MEDLEY-LCM,"BELMONTE, Mireia",ESP,Spain,20.0
F-200-MEDLEY-LCM,"RICE, Stephanie",AUS,Australia,20.0
F-200-MEDLEY-LCM,"WATANABE, Kanako",JPN,Japan,20.0
F-200-MEDLEY-LCM,"COUTTS, Alicia",AUS,Australia,10.0
F-200-MEDLEY-LCM,"COVENTRY, Kirsty",ZIM,Zimbabwe,10.0
F-200-MEDLEY-LCM,"HOSSZU, Katinka",HUN,Hungary,10.0
F-200-MEDLEY-LCM,"YE, Shiwen",CHN,People's Republic of China,10.0
F-200-FREESTYLE-LCM,"PANG, Jiaying",CHN,People's Republic of China,30.0
F-200-FREESTYLE-LCM,"FRANKLIN, Missy",USA,United States of America,20.0
F-200-FREESTYLE-LCM,"HEEMSKERK, Femke",NED,Netherlands,10.0
F-200-FREESTYLE-LCM,"ISAKOVIC, Sara",SLO,Slovenia,10.0
F-200-FREESTYLE-LCM,"MUFFAT, Camille",FRA,France,10.0
F-200-FREESTYLE-LCM,"SCHMITT, Allison",USA,United States of America,10.0
F-200-FREESTYLE-LCM,"SJOESTROEM, Sarah",SWE,Sweden,10.0
F-200-BUTTERFLY-LCM,"HOSSZU, Katinka",HUN,Hungary,50.0
F-200-BUTTERFLY-LCM,"GONG, Jie",CHN,People's Republic of China,20.0
F-200-BUTTERFLY-LCM,"JIAO, Liuyang",CHN,People's Republic of China,10.0
F-200-BUTTERFLY-LCM,"MONGEL, Aurore",FRA,France,10.0
F-200-BUTTERFLY-LCM,"SCHIPPER, Jess",AUS,Australia,10.0
F-200-BREASTSTROKE-LCM,"KANETO, Rie",JPN,Japan,20.0
F-200-BREASTSTROKE-LCM,"PIERSE, Annamay",CAN,Canada,20.0
F-200-BREASTSTROKE-LCM,"EFIMOVA, Yuliya",RUS,Russian Federation,10.0
F-200-BREASTSTROKE-LCM,"GUNES, Viktoria",TUR,Turkey,10.0
F-200-BREASTSTROKE-LCM,"JONES, Leisel",AUS,Australia,10.0
F-200-BREASTSTROKE-LCM,"SONI, Rebecca",USA,United States of America,10.0
F-200-BREASTSTROKE-LCM,"SUZUKI, Satomi",JPN,Japan,10.0
F-200-BREASTSTROKE-LCM,"WATANABE, Kanako",JPN,Japan,10.0
F-200-BACKSTROKE-LCM,"COVENTRY, Kirsty",ZIM,Zimbabwe,30.0
F-200-BACKSTROKE-LCM,"FRANKLIN, Missy",USA,United States of America,30.0
F-200-BACKSTROKE-LCM,"BEISEL, Elizabeth",USA,United States of America,10.0
F-200-BACKSTROKE-LCM,"FESIKOVA, Anastasiia",RUS,Russian Federation,10.0
F-200-BACKSTROKE-LCM,"ZHAO, Jing",CHN,People's Republic of China,10.0
F-200-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,Russian Federation,10.0
F-1500-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,Hungary,20.0
F-1500-FREESTYLE-LCM,"RIGAMONTI, Flavia",SUI,Switzerland,20.0
F-1500-FREESTYLE-LCM,"CARLIN, Jaz",GBR,Great Britain,10.0
F-1500-FREESTYLE-LCM,"FRIIS, Lotte",DEN,Denmark,10.0
F-1500-FREESTYLE-LCM,"GORMAN, Melissa",AUS,Australia,10.0
F-1500-FREESTYLE-LCM,"POTEC, Camelia",ROU,Romania,10.0
F-1500-FREESTYLE-LCM,"SHIBATA, Ai",JPN,Japan,10.0
F-1500-FREESTYLE-LCM,"ZIEGLER, Kate",USA,United States of America,10.0
F-100-FREESTYLE-LCM,"HEEMSKERK, Femke",NED,Netherlands,30.0
F-100-FREESTYLE-LCM,"MCKEON, Emma",AUS,Australia,30.0
F-100-FREESTYLE-LCM,"CAMPBELL, Cate",AUS,Australia,20.0
F-100-FREESTYLE-LCM,"CAMPBELL, Bronte",AUS,Australia,10.0
F-100-FREESTYLE-LCM,"LENTON, Libby",AUS,Australia,10.0
F-100-BUTTERFLY-LCM,"SCHIPPER, Jess",AUS,Australia,50.0
F-100-BUTTERFLY-LCM,"DE BRUIJN, Inge",NED,Netherlands,40.0
F-100-BUTTERFLY-LCM,"SJOESTROEM, Sarah",SWE,Sweden,10.0
F-100-BREASTSTROKE-LCM,"SONI, Rebecca",USA,United States of America,40.0
F-100-BREASTSTROKE-LCM,"EFIMOVA, Yuliya",RUS,Russian Federation,20.0
F-100-BREASTSTROKE-LCM,"HARDY, Jessica",USA,United States of America,20.0
F-100-BREASTSTROKE-LCM,"KING, Lilly",USA,United States of America,10.0
F-100-BREASTSTROKE-LCM,"MEILUTYTE, Ruta",LTU,Lithuania,10.0
F-100-BACKSTROKE-LCM,"SPOFFORTH, Gemma",GBR,Great Britain,40.0
F-100-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,Russian Federation,40.0
F-100-BACKSTROKE-LCM,"FRANKLIN, Missy",USA,United States of America,20.0
