Event,Name,Team,Percent
M-1500-FREESTYLE-LCM,"PALTRINIERI, Gregorio",ITA,40.0
M-1500-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,20.0
M-1500-FREESTYLE-LCM,"WELLBROCK, Florian",GER,20.0
M-1500-FREESTYLE-LCM,"KIS, Gergo",HUN,10.0
M-1500-FREESTYLE-LCM,"ROMANCHUK, Mykhailo",UKR,10.0
M-100-FREESTYLE-LCM,"SULLIVAN, Eamon",AUS,60.0
M-100-FREESTYLE-LCM,"BERNARD, Alain",FRA,40.0
M-100-BUTTERFLY-LCM,"TEMPLE, Matthew",AUS,100.0
M-100-BREASTSTROKE-LCM,"PEATY, Adam",GBR,60.0
M-100-BREASTSTROKE-LCM,"ANDREW, Michael",USA,20.0
M-100-BREASTSTROKE-LCM,"KAMMINGA, Arno",NED,10.0
M-100-BREASTSTROKE-LCM,"SHYMANOVICH, Ilya",BLR,10.0
M-100-BACKSTROKE-LCM,"PEIRSOL, Aaron",USA,70.0
M-100-BACKSTROKE-LCM,"MURPHY, Ryan",USA,20.0
M-100-BACKSTROKE-LCM,"KOGA, Junya",JPN,10.0
F-800-FREESTYLE-LCM,"LI, Bingjie",CHN,20.0
F-800-FREESTYLE-LCM,"SMITH, Leah",USA,20.0
F-800-FREESTYLE-LCM,"FILIPPI, Alessia",ITA,10.0
F-800-FREESTYLE-LCM,"FRIIS, Lotte",DEN,10.0
F-800-FREESTYLE-LCM,"JACKSON, Joanne",GBR,10.0
F-800-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,10.0
F-800-FREESTYLE-LCM,"MELVERTON, Kiah",AUS,10.0
F-800-FREESTYLE-LCM,"TITMUS, Ariarne",AUS,10.0
F-50-FREESTYLE-LCM,"STEFFEN, Britta",GER,60.0
F-50-FREESTYLE-LCM,"ALSHAMMAR, Therese",SWE,20.0
F-50-FREESTYLE-LCM,"SJOESTROEM, Sarah",SWE,20.0
F-400-MEDLEY-LCM,"COVENTRY, Kirsty",ZIM,40.0
F-400-MEDLEY-LCM,"HOSSZU, Katinka",HUN,20.0
F-400-MEDLEY-LCM,"RICE, Stephanie",AUS,20.0
F-400-MEDLEY-LCM,"BELMONTE, Mireia",ESP,10.0
F-400-MEDLEY-LCM,"HOFF, Katie",USA,10.0
F-400-FREESTYLE-LCM,"JACKSON, Joanne",GBR,30.0
F-400-FREESTYLE-LCM,"PELLEGRINI, Federica",ITA,30.0
F-400-FREESTYLE-LCM,"SMITH, Leah",USA,20.0
F-400-FREESTYLE-LCM,"ADLINGTON, Rebecca",GBR,10.0
F-400-FREESTYLE-LCM,"KESELY, Ajna",HUN,10.0
F-200-MEDLEY-LCM,"KIM, Seoyeong",KOR,50.0
F-200-MEDLEY-LCM,"MCKEOWN, Kaylee",AUS,30.0
F-200-MEDLEY-LCM,"BAKER, Kathleen",USA,10.0
F-200-MEDLEY-LCM,"WATANABE, Kanako",JPN,10.0
F-200-FREESTYLE-LCM,"TITMUS, Ariarne",AUS,50.0
F-200-FREESTYLE-LCM,"SJOESTROEM, Sarah",SWE,30.0
F-200-FREESTYLE-LCM,"LEDECKY, Katie",USA,10.0
F-200-FREESTYLE-LCM,"RUCK, Taylor",CAN,10.0
F-200-BUTTERFLY-LCM,"HOSSZU, Katinka",HUN,40.0
F-200-BUTTERFLY-LCM,"GROVES, Madeline",AUS,30.0
F-200-BUTTERFLY-LCM,"GONG, Jie",CHN,20.0
F-200-BUTTERFLY-LCM,"HOSHI, Natsumi",JPN,10.0
F-200-BREASTSTROKE-LCM,"KANETO, Rie",JPN,40.0
F-200-BREASTSTROKE-LCM,"JONES, Leisel",AUS,20.0
F-200-BREASTSTROKE-LCM,"SCHOENMAKER, Tatjana",RSA,20.0
F-200-BREASTSTROKE-LCM,"PIERSE, Annamay",CAN,10.0
F-200-BREASTSTROKE-LCM,"WATANABE, Kanako",JPN,10.0
F-200-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,70.0
F-200-BACKSTROKE-LCM,"BEISEL, Elizabeth",USA,10.0
F-200-BACKSTROKE-LCM,"HOELZER, Margaret",USA,10.0
F-200-BACKSTROKE-LCM,"WHITE, Rhyan Elizabeth",USA,10.0
F-1500-FREESTYLE-LCM,"FILIPPI, Alessia",ITA,30.0
F-1500-FREESTYLE-LCM,"SULLIVAN, Erica",USA,20.0
F-1500-FREESTYLE-LCM,"ANDERSON, Haley",USA,10.0
F-1500-FREESTYLE-LCM,"GOUGH, Maddy",AUS,10.0
F-1500-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,10.0
F-1500-FREESTYLE-LCM,"PIGNATIELLO, Delfina",ARG,10.0
F-1500-FREESTYLE-LCM,"ZIEGLER, Kate",USA,10.0
F-100-FREESTYLE-LCM,"BONNET, Charlotte",FRA,100.0
F-100-BUTTERFLY-LCM,"HUSKE, Torri",USA,40.0
F-100-BUTTERFLY-LCM,"LIU, Zige",CHN,40.0
F-100-BUTTERFLY-LCM,"ZHANG, Yufei",CHN,20.0
F-100-BREASTSTROKE-LCM,"JI, Liping",CHN,100.0
F-100-BACKSTROKE-LCM,"RUSSELL, Sinead",CAN,80.0
F-100-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,20.0
