Event,Name,Team,Percent
M-200-FREESTYLE-LCM,"LEWIS, Clyde",AUS,2.0
M-200-FREESTYLE-LCM,"SCOTT, Duncan",GBR,1.0
M-200-BUTTERFLY-LCM,"SWITKOWSKI, Jan",POL,34.0
M-200-BUTTERFLY-LCM,"URLANDO, Luca",USA,22.0
M-200-BUTTERFLY-LCM,"HOROMURA, Nao",JPN,18.0
M-200-BUTTERFLY-LCM,"KORZENIOWSKI, Pawel",POL,17.0
M-200-BUTTERFLY-LCM,"SAKAI, Masato",JPN,6.0
M-200-BUTTERFLY-LCM,"KENDERESI, Tamas",HUN,3.0
M-200-BREASTSTROKE-LCM,"SHANTEAU, Eric",USA,20.0
M-200-BREASTSTROKE-LCM,"SATO, Shoma",JPN,14.0
M-200-BREASTSTROKE-LCM,"SPRENGER, Christian",AUS,12.0
M-200-BREASTSTROKE-LCM,"KAMMINGA, Arno",NED,10.0
M-200-BREASTSTROKE-LCM,"PRENOT, Josh",USA,10.0
M-200-BREASTSTROKE-LCM,"WATANABE, Ippei",JPN,10.0
M-200-BREASTSTROKE-LCM,"WILSON, Matthew",AUS,10.0
M-200-BREASTSTROKE-LCM,"GYURTA, Daniel",HUN,6.0
M-200-BREASTSTROKE-LCM,"YAMAGUCHI, Akihiro",JPN,6.0
M-200-BREASTSTROKE-LCM,"LICON, Will",USA,1.0
M-200-BREASTSTROKE-LCM,"QIN, Haiyang",CHN,1.0
M-200-BACKSTROKE-LCM,"MURPHY, Ryan",USA,24.0
M-200-BACKSTROKE-LCM,"LOCHTE, Ryan",USA,19.0
M-200-BACKSTROKE-LCM,"RYLOV, Evgeny",RUS,18.0
M-200-BACKSTROKE-LCM,"GREENBANK, Luke",GBR,16.0
M-200-BACKSTROKE-LCM,"LARKIN, Mitchell",AUS,15.0
M-200-BACKSTROKE-LCM,"HAGINO, Kosuke",JPN,6.0
M-200-BACKSTROKE-LCM,"CLARY, Tyler",USA,2.0
M-1500-FREESTYLE-LCM,"WELLBROCK, Florian",GER,13.0
M-1500-FREESTYLE-LCM,"HACKETT, Grant",AUS,12.0
M-1500-FREESTYLE-LCM,"PALTRINIERI, Gregorio",ITA,11.0
M-1500-FREESTYLE-LCM,"MELLOULI, Ous",TUN,9.0
M-1500-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,9.0
M-1500-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,6.0
M-1500-FREESTYLE-LCM,"ROMANCHUK, Mykhailo",UKR,6.0
M-1500-FREESTYLE-LCM,"JAEGER, Connor",USA,5.0
M-1500-FREESTYLE-LCM,"HORTON, Mack",AUS,4.0
M-1500-FREESTYLE-LCM,"MCLOUGHLIN, Jack Alan",AUS,4.0
M-1500-FREESTYLE-LCM,"DAVIES, David",GBR,3.0
M-1500-FREESTYLE-LCM,"DETTI, Gabriele",ITA,3.0
M-1500-FREESTYLE-LCM,"PERKINS, Kieren",AUS,3.0
M-1500-FREESTYLE-LCM,"SAWRYMOWICZ, Mateusz",POL,3.0
M-1500-FREESTYLE-LCM,"CHRISTIANSEN, Henrik",NOR,2.0
M-1500-FREESTYLE-LCM,"JOENSEN, Pal",FAR,2.0
M-1500-FREESTYLE-LCM,"KIS, Gergo",HUN,2.0
M-1500-FREESTYLE-LCM,"PARK, Taehwan",KOR,2.0
M-1500-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,1.0
M-100-FREESTYLE-LCM,"SULLIVAN, Eamon",AUS,34.0
M-100-FREESTYLE-LCM,"HELD, Ryan",USA,31.0
M-100-FREESTYLE-LCM,"BERNARD, Alain",FRA,26.0
M-100-FREESTYLE-LCM,"BOUSQUET, Frederick",FRA,8.0
M-100-FREESTYLE-LCM,"DRESSEL, Caeleb",USA,1.0
M-100-BUTTERFLY-LCM,"MUNOZ, Rafael",ESP,100.0
M-100-BREASTSTROKE-LCM,"ANDREW, Michael",USA,59.0
M-100-BREASTSTROKE-LCM,"SHYMANOVICH, Ilya",BLR,15.0
M-100-BREASTSTROKE-LCM,"FINK, Nic",USA,13.0
M-100-BREASTSTROKE-LCM,"KAMMINGA, Arno",NED,6.0
M-100-BREASTSTROKE-LCM,"PEATY, Adam",GBR,5.0
M-100-BREASTSTROKE-LCM,"BORYSIK, Igor",UKR,1.0
M-100-BREASTSTROKE-LCM,"RICKARD, Brenton",AUS,1.0
M-100-BACKSTROKE-LCM,"MURPHY, Ryan",USA,20.0
M-100-BACKSTROKE-LCM,"KOLESNIKOV, Kliment",RUS,15.0
M-100-BACKSTROKE-LCM,"MEEUW, Helge",GER,14.0
M-100-BACKSTROKE-LCM,"KOGA, Junya",JPN,12.0
M-100-BACKSTROKE-LCM,"PEIRSOL, Aaron",USA,12.0
M-100-BACKSTROKE-LCM,"PLUMMER, David",USA,11.0
M-100-BACKSTROKE-LCM,"LARKIN, Mitchell",AUS,10.0
M-100-BACKSTROKE-LCM,"XU, Jiayu",CHN,6.0
F-800-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,11.0
F-800-FREESTYLE-LCM,"SMITH, Leah",USA,11.0
F-800-FREESTYLE-LCM,"TITMUS, Ariarne",AUS,9.0
F-800-FREESTYLE-LCM,"WANG, Jianjiahe",CHN,8.0
F-800-FREESTYLE-LCM,"FRIIS, Lotte",DEN,7.0
F-800-FREESTYLE-LCM,"JACKSON, Joanne",GBR,7.0
F-800-FREESTYLE-LCM,"EVANS, Janet",USA,6.0
F-800-FREESTYLE-LCM,"FILIPPI, Alessia",ITA,6.0
F-800-FREESTYLE-LCM,"POTEC, Camelia",ROU,6.0
F-800-FREESTYLE-LCM,"QUADARELLA, Simona",ITA,6.0
F-800-FREESTYLE-LCM,"CARLIN, Jaz",GBR,5.0
F-800-FREESTYLE-LCM,"BELMONTE, Mireia",ESP,4.0
F-800-FREESTYLE-LCM,"MELVERTON, Kiah",AUS,4.0
F-800-FREESTYLE-LCM,"KOHLER, Sarah",GER,3.0
F-800-FREESTYLE-LCM,"BOYLE, Lauren",NZL,2.0
F-800-FREESTYLE-LCM,"LI, Bingjie",CHN,2.0
F-800-FREESTYLE-LCM,"ZIEGLER, Kate",USA,2.0
F-800-FREESTYLE-LCM,"ASHWOOD, Jessica",AUS,1.0
F-50-FREESTYLE-LCM,"SJOESTROEM, Sarah",SWE,43.0
F-50-FREESTYLE-LCM,"ALSHAMMAR, Therese",SWE,36.0
F-50-FREESTYLE-LCM,"STEFFEN, Britta",GER,17.0
F-50-FREESTYLE-LCM,"CAMPBELL, Cate",AUS,2.0
F-50-FREESTYLE-LCM,"BLUME, Pernille",DEN,1.0
F-50-FREESTYLE-LCM,"LIU, Xiang",CHN,1.0
F-400-MEDLEY-LCM,"YE, Shiwen",CHN,15.0
F-400-MEDLEY-LCM,"HOSSZU, Katinka",HUN,14.0
F-400-MEDLEY-LCM,"COVENTRY, Kirsty",ZIM,13.0
F-400-MEDLEY-LCM,"ZHENG, Rongrong",CHN,10.0
F-400-MEDLEY-LCM,"OVERHOLT, Emily",CAN,8.0
F-400-MEDLEY-LCM,"PICKREM, Sydney",CAN,8.0
F-400-MEDLEY-LCM,"HOFF, Katie",USA,7.0
F-400-MEDLEY-LCM,"BEISEL, Elizabeth",USA,6.0
F-400-MEDLEY-LCM,"DI RADO, Maya",USA,6.0
F-400-MEDLEY-LCM,"RICE, Stephanie",AUS,5.0
F-400-MEDLEY-LCM,"BELMONTE, Mireia",ESP,3.0
F-400-MEDLEY-LCM,"MARGALIS, Melanie",USA,3.0
F-400-MEDLEY-LCM,"LI, Xuanxu",CHN,1.0
F-400-MEDLEY-LCM,"OHASHI, Yui",JPN,1.0
F-400-FREESTYLE-LCM,"PELLEGRINI, Federica",ITA,17.0
F-400-FREESTYLE-LCM,"ADLINGTON, Rebecca",GBR,15.0
F-400-FREESTYLE-LCM,"KESELY, Ajna",HUN,10.0
F-400-FREESTYLE-LCM,"JACKSON, Joanne",GBR,9.0
F-400-FREESTYLE-LCM,"CARLIN, Jaz",GBR,8.0
F-400-FREESTYLE-LCM,"LI, Bingjie",CHN,8.0
F-400-FREESTYLE-LCM,"SMITH, Leah",USA,8.0
F-400-FREESTYLE-LCM,"COSTA, Melani",ESP,7.0
F-400-FREESTYLE-LCM,"MANAUDOU, Laure",FRA,6.0
F-400-FREESTYLE-LCM,"MUFFAT, Camille",FRA,5.0
F-400-FREESTYLE-LCM,"SCHMITT, Allison",USA,4.0
F-400-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,3.0
F-200-MEDLEY-LCM,"KIM, Seoyeong",KOR,46.0
F-200-MEDLEY-LCM,"BAKER, Kathleen",USA,45.0
F-200-MEDLEY-LCM,"MCKEOWN, Kaylee",AUS,5.0
F-200-MEDLEY-LCM,"WATANABE, Kanako",JPN,4.0
F-200-FREESTYLE-LCM,"IKEE, Rikako",JPN,31.0
F-200-FREESTYLE-LCM,"RUCK, Taylor",CAN,12.0
F-200-FREESTYLE-LCM,"TITMUS, Ariarne",AUS,12.0
F-200-FREESTYLE-LCM,"SJOESTROEM, Sarah",SWE,11.0
F-200-FREESTYLE-LCM,"LEDECKY, Katie",USA,8.0
F-200-FREESTYLE-LCM,"YANG, Junxuan",CHN,7.0
F-200-FREESTYLE-LCM,"SCHMITT, Allison",USA,6.0
F-200-FREESTYLE-LCM,"HAUGHEY, Siobhan",HKG,4.0
F-200-FREESTYLE-LCM,"ISAKOVIC, Sara",SLO,3.0
F-200-FREESTYLE-LCM,"PANG, Jiaying",CHN,3.0
F-200-FREESTYLE-LCM,"MCKEON, Emma",AUS,2.0
F-200-FREESTYLE-LCM,"HAUGHEY, Siobhan Bernadette",HKG,1.0
F-200-BUTTERFLY-LCM,"GONG, Jie",CHN,42.0
F-200-BUTTERFLY-LCM,"THOMAS, Alys Margaret",GBR,27.0
F-200-BUTTERFLY-LCM,"GROVES, Madeline",AUS,14.0
F-200-BUTTERFLY-LCM,"HOSSZU, Katinka",HUN,5.0
F-200-BUTTERFLY-LCM,"MONGEL, Aurore",FRA,4.0
F-200-BUTTERFLY-LCM,"GANDY, Ellen",GBR,3.0
F-200-BUTTERFLY-LCM,"HENTKE, Franziska",GER,2.0
F-200-BUTTERFLY-LCM,"LOWE, Jemma",GBR,2.0
F-200-BUTTERFLY-LCM,"BELMONTE, Mireia",ESP,1.0
F-200-BREASTSTROKE-LCM,"JONES, Leisel",AUS,20.0
F-200-BREASTSTROKE-LCM,"PIERSE, Annamay",CAN,18.0
F-200-BREASTSTROKE-LCM,"KANETO, Rie",JPN,15.0
F-200-BREASTSTROKE-LCM,"WATANABE, Kanako",JPN,11.0
F-200-BREASTSTROKE-LCM,"RENSHAW, Molly",GBR,9.0
F-200-BREASTSTROKE-LCM,"SUZUKI, Satomi",JPN,8.0
F-200-BREASTSTROKE-LCM,"CHIKUNOVA, Evgeniia",RUS,7.0
F-200-BREASTSTROKE-LCM,"LAZOR, Annie",USA,6.0
F-200-BREASTSTROKE-LCM,"SCHOENMAKER, Tatjana",RSA,5.0
F-200-BREASTSTROKE-LCM,"GALAT, Bethany",USA,1.0
F-200-BACKSTROKE-LCM,"HOELZER, Margaret",USA,13.0
F-200-BACKSTROKE-LCM,"PANZIERA, Margherita",ITA,12.0
F-200-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,12.0
F-200-BACKSTROKE-LCM,"MASSE, Kylie",CAN,11.0
F-200-BACKSTROKE-LCM,"WHITE, Rhyan Elizabeth",USA,10.0
F-200-BACKSTROKE-LCM,"BEISEL, Elizabeth",USA,9.0
F-200-BACKSTROKE-LCM,"DI RADO, Maya",USA,9.0
F-200-BACKSTROKE-LCM,"ZHAO, Jing",CHN,7.0
F-200-BACKSTROKE-LCM,"PELTON, Elizabeth",USA,6.0
F-200-BACKSTROKE-LCM,"HOSSZU, Katinka",HUN,4.0
F-200-BACKSTROKE-LCM,"RUCK, Taylor",CAN,4.0
F-200-BACKSTROKE-LCM,"SEEBOHM, Emily",AUS,2.0
F-200-BACKSTROKE-LCM,"BAKER, Kathleen",USA,1.0
F-1500-FREESTYLE-LCM,"SULLIVAN, Erica",USA,10.0
F-1500-FREESTYLE-LCM,"KOHLER, Sarah",GER,9.0
F-1500-FREESTYLE-LCM,"PIGNATIELLO, Delfina",ARG,8.0
F-1500-FREESTYLE-LCM,"POTEC, Camelia",ROU,8.0
F-1500-FREESTYLE-LCM,"ANDERSON, Haley",USA,7.0
F-1500-FREESTYLE-LCM,"WANG, Jianjiahe",CHN,7.0
F-1500-FREESTYLE-LCM,"EVANS, Janet",USA,6.0
F-1500-FREESTYLE-LCM,"GOUGH, Maddy",AUS,6.0
F-1500-FREESTYLE-LCM,"TWICHELL, Ashley",USA,6.0
F-1500-FREESTYLE-LCM,"KAPAS, Boglarka",HUN,5.0
F-1500-FREESTYLE-LCM,"KESELY, Ajna",HUN,5.0
F-1500-FREESTYLE-LCM,"RIGAMONTI, Flavia",SUI,5.0
F-1500-FREESTYLE-LCM,"CARLIN, Jaz",GBR,4.0
F-1500-FREESTYLE-LCM,"KIRPICHNIKOVA, Anastasiia",RUS,4.0
F-1500-FREESTYLE-LCM,"ZIEGLER, Kate",USA,4.0
F-1500-FREESTYLE-LCM,"FILIPPI, Alessia",ITA,3.0
F-1500-FREESTYLE-LCM,"CARAMIGNOLI, Martina Rita",ITA,1.0
F-1500-FREESTYLE-LCM,"KOBRICH, Kristel",CHI,1.0
F-1500-FREESTYLE-LCM,"PEIRSOL, Hayley",USA,1.0
F-100-FREESTYLE-LCM,"LENTON, Libby",AUS,51.0
F-100-FREESTYLE-LCM,"BLUME, Pernille",DEN,37.0
F-100-FREESTYLE-LCM,"OLEKSIAK, Penny",CAN,7.0
F-100-FREESTYLE-LCM,"HEEMSKERK, Femke",NED,3.0
F-100-FREESTYLE-LCM,"COMERFORD, Mallory",USA,1.0
F-100-FREESTYLE-LCM,"WILSON, Madison",AUS,1.0
F-100-BUTTERFLY-LCM,"LIU, Zige",CHN,47.0
F-100-BUTTERFLY-LCM,"ZHANG, Yufei",CHN,34.0
F-100-BUTTERFLY-LCM,"HUSKE, Torri",USA,15.0
F-100-BUTTERFLY-LCM,"MACNEIL, Margaret",CAN,3.0
F-100-BUTTERFLY-LCM,"SCHIPPER, Jess",AUS,1.0
F-100-BREASTSTROKE-LCM,"JACOBY, Lydia",USA,92.0
F-100-BREASTSTROKE-LCM,"JI, Liping",CHN,4.0
F-100-BREASTSTROKE-LCM,"LAZOR, Annie",USA,4.0
F-100-BACKSTROKE-LCM,"FRANKLIN, Missy",USA,61.0
F-100-BACKSTROKE-LCM,"RUSSELL, Sinead",CAN,15.0
F-100-BACKSTROKE-LCM,"SPOFFORTH, Gemma",GBR,14.0
F-100-BACKSTROKE-LCM,"ZUEVA, Anastasia",RUS,10.0
